0.000000 1.000000 2.000000 3.000000
0.010000 1.100000 2.230000 2.939900
0.020000 1.213000 2.483361 2.885935
0.030000 1.340036 2.763161 2.839003
0.040000 1.482349 3.072696 2.800229
0.050000 1.641383 3.415518 2.771011
0.060000 1.818797 3.795467 2.753087
0.070000 2.016464 4.216702 2.748611
0.080000 2.236488 4.683721 2.760252
0.090000 2.481211 5.201367 2.791304
0.100000 2.753227 5.774835 2.845833
0.110000 3.055387 6.409637 2.928843
0.120000 3.390812 7.111562 3.046483
0.130000 3.762887 7.886573 3.206281
0.140000 4.175256 8.740667 3.417436
0.150000 4.631797 9.679646 3.691136
0.160000 5.136581 10.708786 4.040924
0.170000 5.693802 11.832376 4.483097
0.180000 6.307659 13.053058 5.037110
0.190000 6.982199 14.370948 5.725962
0.200000 7.721074 15.782456 6.576487
0.210000 8.527212 17.278757 7.619470
0.220000 9.402367 18.843861 8.889426
0.230000 10.346516 20.452269 10.423847
0.240000 11.357091 22.066265 12.261627
0.250000 12.428008 23.633024 14.440328
0.260000 13.548510 25.081890 16.991884
0.270000 14.701847 26.322506 19.936424
0.280000 15.863913 27.244776 23.274017
0.290000 17.001999 27.722054 26.974688
0.300000 18.074005 27.619156 30.967766
0.310000 19.028521 26.806570 35.132812
0.320000 19.806326 25.181236 39.295658
0.330000 20.343817 22.692169 43.233940
0.340000 20.578651 19.366083 46.696049
0.350000 20.457394 15.325027 49.434544
0.360000 19.944157 10.786828 51.249741
0.370000 19.028423 6.041995 52.032715
0.380000 17.729780 1.408529 51.793137
0.390000 16.097654 -2.824027 50.659988
0.400000 14.205486 -6.443513 48.852764
0.410000 12.140587 -9.341314 46.633064
0.420000 9.992397 -11.510065 44.253872
0.430000 7.842151 -13.019115 41.922161
0.440000 5.756024 -13.980721 39.781860
0.450000 3.782350 -14.519081 37.914951
0.460000 1.952207 -14.748908 36.353458
0.470000 0.282095 -14.764496 35.094891
0.480000 -1.222564 -14.636866 34.116207
0.490000 -2.563994 -14.415723 33.384251
0.500000 -3.749167 -14.133513 32.862511
0.510000 -4.787601 -13.809875 32.514969
0.520000 -5.689829 -13.455617 32.307980
0.530000 -6.466408 -13.075944 32.210957
0.540000 -7.127361 -12.672887 32.196468
0.550000 -7.681914 -12.247061 32.240067
0.560000 -8.138429 -11.798872 32.320065
0.570000 -8.504473 -11.329298 32.417362
0.580000 -8.786955 -10.840332 32.515316
0.590000 -8.992292 -10.335170 32.599693
0.600000 -9.126580 -9.818200 32.658649
0.610000 -9.195743 -9.294843 32.682728
0.620000 -9.205652 -8.771283 32.664829
0.630000 -9.162215 -8.254143 32.600132
0.640000 -9.071408 -7.750127 32.485970
0.650000 -8.939281 -7.265686 32.321640
0.660000 -8.771921 -6.806705 32.108150
0.670000 -8.575399 -6.378274 31.847942
0.680000 -8.355687 -5.984515 31.544565
0.690000 -8.118570 -5.628497 31.202374
0.700000 -7.869563 -5.312225 30.826223
0.710000 -7.613829 -5.036692 30.421211
0.720000 -7.356115 -4.801978 29.992451
0.730000 -7.100702 -4.607391 29.544891
0.740000 -6.851371 -4.451619 29.083200
0.750000 -6.611396 -4.332889 28.611675
0.760000 -6.383545 -4.249120 28.134209
0.770000 -6.170103 -4.198061 27.654270
0.780000 -5.972898 -4.177413 27.174927
0.790000 -5.793350 -4.184919 26.698870
0.800000 -5.632507 -4.218449 26.228456
0.810000 -5.491101 -4.276047 25.765760
0.820000 -5.369596 -4.355971 25.312616
0.830000 -5.268233 -4.456713 24.870668
0.839999 -5.187081 -4.577006 24.441412
0.849999 -5.126074 -4.715823 24.026239
0.859999 -5.085049 -4.872362 23.626474
0.869999 -5.063780 -5.046034 23.243410
0.879999 -5.062005 -5.236437 22.878330
0.889999 -5.079448 -5.443332 22.532547
0.899999 -5.115837 -5.666615 22.207418
0.909999 -5.170915 -5.906288 21.904375
0.919999 -5.244452 -6.162425 21.624937
0.929999 -5.336249 -6.435138 21.370737
0.939999 -5.446138 -6.724540 21.143534
0.949999 -5.573978 -7.030707 20.945229
0.959999 -5.719651 -7.353631 20.777882
0.969999 -5.883049 -7.693175 20.643715
0.979999 -6.064062 -8.049017 20.545120
0.989999 -6.262557 -8.420595 20.484663
0.999999 -6.478361 -8.807041 20.465067
1.009999 -6.711229 -9.207111 20.489201
